fips,county,candidate,votes
37047,Columbus,Joseph R. Biden,9446
37047,Columbus,Write-in,24
37049,Craven,Don Blankenship,73
37049,Craven,Donald J. Trump,31032
37049,Craven,Howie Hawkins,92
37049,Craven,Jo Jorgensen,626
37049,Craven,Joseph R. Biden,21148
37049,Craven,Write-in,94
37051,Cumberland,Don Blankenship,244
37051,Cumberland,Donald J. Trump,60032
37051,Cumberland,Howie Hawkins,423
37051,Cumberland,Jade Simmons,8
37051,Cumberland,Jo Jorgensen,1645
37051,Cumberland,Joseph R. Biden,84469
37051,Cumberland,Write-in,329
37053,Currituck,Don Blankenship,24
37053,Currituck,Donald J. Trump,11657
37053,Currituck,Howie Hawkins,29
37053,Currituck,Jo Jorgensen,209
37053,Currituck,Joseph R. Biden,4195
37053,Currituck,Write-in,33
37055,Dare,Don Blankenship,31
37055,Dare,Donald J. Trump,13938
37055,Dare,Howie Hawkins,47
37055,Dare,Jo Jorgensen,223
37055,Dare,Joseph R. Biden,9936
37055,Dare,Write-in,57
37057,Davidson,Don Blankenship,189
37057,Davidson,Donald J. Trump,64658
37057,Davidson,Howie Hawkins,187
37057,Davidson,Jo Jorgensen,703
37057,Davidson,Joseph R. Biden,22636
37057,Davidson,Write-in,141
37059,Davie,Don Blankenship,32
37059,Davie,Donald J. Trump,18228
37059,Davie,Howie Hawkins,53
37059,Davie,Jo Jorgensen,213
37059,Davie,Joseph R. Biden,6713
37059,Davie,Write-in,72
37061,Duplin,Don Blankenship,17
37061,Duplin,Donald J. Trump,13793
37061,Duplin,Howie Hawkins,33
37061,Duplin,Jo Jorgensen,84
37061,Duplin,Joseph R. Biden,8767
37061,Duplin,Write-in,21
37063,Durham,Don Blankenship,206
37063,Durham,Donald J. Trump,32459
37063,Durham,Howie Hawkins,519
37063,Durham,Jade Simmons,12
37063,Durham,Jo Jorgensen,1504
37063,Durham,Joseph R. Biden,144688
37063,Durham,Write-in,526
37065,Edgecombe,Don Blankenship,27
37065,Edgecombe,Donald J. Trump,9206
37065,Edgecombe,Howie Hawkins,33
37065,Edgecombe,Jade Simmons,1
37065,Edgecombe,Jo Jorgensen,97
37065,Edgecombe,Joseph R. Biden,16089
37065,Edgecombe,Write-in,24
37067,Forsyth,Don Blankenship,298
37067,Forsyth,Donald J. Trump,85064
37067,Forsyth,Howie Hawkins,499
37067,Forsyth,Jade Simmons,6
