county,candidate,votes,fips
St. Mary,Kanye West,3,22101
St. Mary,Joseph R. Biden,8055,22101
St. Mary,Jo Jorgensen,173,22101
St. Mary,Donald J. Trump,14811,22101
St. Tammany,Bill Hammons,,22103
St. Tammany,Jade Simmons,34,22103
St. Tammany, Amar Patel,81,22103
St. Tammany,Jo Jorgensen,1868,22103
St. Tammany,Brock Pierce,43,22103
St. Tammany,Don Blankenship,45,22103
St. Tammany,Gloria La Riva,31,22103
St. Tammany,Kanye West,54,22103
St. Tammany,Alyson Kennedy,287,22103
St. Tammany,Joseph R. Biden,37746,22103
St. Tammany,Tom Hoefling,47,22103
St. Tammany,Brian Carroll,152,22103
St. Tammany,President R19 Boddie Stoneham,56,22103
St. Tammany,Donald J. Trump,99666,22103
Tangipahoa,Don Blankenship,17,22105
Tangipahoa,Joseph R. Biden,18887,22105
Tangipahoa,President R19 Boddie Stoneham,14,22105
Tangipahoa,Jade Simmons,37,22105
Tangipahoa, Amar Patel,42,22105
Tangipahoa,Tom Hoefling,17,22105
Tangipahoa,Donald J. Trump,37806,22105
Tangipahoa,Kanye West,17,22105
Tangipahoa,Bill Hammons,,22105
Tangipahoa,Brock Pierce,24,22105
Tangipahoa,Brian Carroll,63,22105
Tangipahoa,Jo Jorgensen,589,22105
Tangipahoa,Alyson Kennedy,136,22105
Tangipahoa,Gloria La Riva,12,22105
Tensas,Bill Hammons,,22107
Tensas,Gloria La Riva,0,22107
Tensas,Jade Simmons,2,22107
Tensas,Alyson Kennedy,4,22107
Tensas,President R19 Boddie Stoneham,0,22107
Tensas,Donald J. Trump,1197,22107
Tensas,Joseph R. Biden,1329,22107
Tensas, Amar Patel,2,22107
Tensas,Brian Carroll,4,22107
Tensas,Brock Pierce,2,22107
Tensas,Kanye West,2,22107
Tensas,Jo Jorgensen,11,22107
Tensas,Tom Hoefling,1,22107
Tensas,Don Blankenship,0,22107
Terrebonne, Amar Patel,25,22109
Terrebonne,Brian Carroll,51,22109
Terrebonne,President R19 Boddie Stoneham,17,22109
Terrebonne,Kanye West,11,22109
Terrebonne,Jo Jorgensen,434,22109
Terrebonne,Donald J. Trump,34339,22109
Terrebonne,Joseph R. Biden,11198,22109
Terrebonne,Jade Simmons,27,22109
Terrebonne,Bill Hammons,,22109
Terrebonne,Gloria La Riva,9,22109
Terrebonne,Don Blankenship,15,22109
Terrebonne,Tom Hoefling,17,22109
Terrebonne,Alyson Kennedy,81,22109
Terrebonne,Brock Pierce,16,22109
Union, Amar Patel,5,22111
Union,Jade Simmons,11,22111
Union,Tom Hoefling,5,22111
Union,Joseph R. Biden,2654,22111
Union,Brian Carroll,12,22111
Union,Don Blankenship,3,22111
Union,Donald J. Trump,8407,22111
Union,Brock Pierce,2,22111
Union,Alyson Kennedy,14,22111
Union,President R19 Boddie Stoneham,5,22111
Union,Kanye West,3,22111
Union,Gloria La Riva,4,22111
Union,Bill Hammons,,22111
Union,Jo Jorgensen,76,22111
Vermilion,Brian Carroll,36,22113
Vermilion,Brock Pierce,7,22113
Vermilion,Donald J. Trump,21930,22113
Vermilion,Tom Hoefling,9,22113
Vermilion,Don Blankenship,12,22113
Vermilion,Kanye West,6,22113
Vermilion, Amar Patel,17,22113
Vermilion,Jo Jorgensen,228,22113
Vermilion,President R19 Boddie Stoneham,10,22113
Vermilion,Alyson Kennedy,45,22113
Vermilion,Joseph R. Biden,5009,22113
Vermilion,Gloria La Riva,9,22113
Vermilion,Bill Hammons,,22113
Vermilion,Jade Simmons,6,22113
Vernon,Brian Carroll,8,22115
Vernon,Donald J. Trump,14107,22115
Vernon,Kanye West,4,22115
Vernon,President R19 Boddie Stoneham,11,22115
Vernon,Alyson Kennedy,18,22115
Vernon,Brock Pierce,5,22115
Vernon,Gloria La Riva,4,22115
Vernon,Bill Hammons,,22115
Vernon,Jade Simmons,4,22115
Vernon, Amar Patel,16,22115
Vernon,Joseph R. Biden,2898,22115
Vernon,Jo Jorgensen,188,22115
Vernon,Don Blankenship,3,22115
Vernon,Tom Hoefling,2,22115
Washington,Donald J. Trump,13307,22117
Washington,Kanye West,4,22117
Washington,Jo Jorgensen,120,22117
Washington,Alyson Kennedy,40,22117
Washington, Amar Patel,16,22117
Washington,Brock Pierce,9,22117
Washington,Joseph R. Biden,5970,22117
Washington,Bill Hammons,,22117
Washington,Don Blankenship,3,22117
Washington,Gloria La Riva,3,22117
Washington,Brian Carroll,28,22117
Washington,Jade Simmons,4,22117
Washington,Tom Hoefling,4,22117
Washington,President R19 Boddie Stoneham,5,22117
Webster,Jo Jorgensen,119,22119
Webster,Bill Hammons,,22119
Webster,Gloria La Riva,5,22119
Webster,Tom Hoefling,7,22119
Webster,Donald J. Trump,11830,22119
Webster,Joseph R. Biden,6172,22119
Webster,Brock Pierce,3,22119
Webster,President R19 Boddie Stoneham,6,22119
Webster, Amar Patel,17,22119
Webster,Don Blankenship,5,22119
Webster,Kanye West,10,22119
Webster,Alyson Kennedy,24,22119
Webster,Jade Simmons,9,22119
Webster,Brian Carroll,9,22119
West Baton Rouge,Alyson Kennedy,42,22121
West Baton Rouge,Gloria La Riva,3,22121
West Baton Rouge, Amar Patel,8,22121
West Baton Rouge,Jo Jorgensen,122,22121
West Baton Rouge,Bill Hammons,,22121
West Baton Rouge,Don Blankenship,5,22121
West Baton Rouge,Joseph R. Biden,6200,22121
West Baton Rouge,President R19 Boddie Stoneham,2,22121
West Baton Rouge,Brian Carroll,10,22121
West Baton Rouge,Kanye West,4,22121
West Baton Rouge,Jade Simmons,7,22121
West Baton Rouge,Donald J. Trump,7684,22121
West Baton Rouge,Brock Pierce,2,22121
West Baton Rouge,Tom Hoefling,8,22121
West Carroll,Gloria La Riva,1,22123
West Carroll,Joseph R. Biden,710,22123
West Carroll,Bill Hammons,,22123
West Carroll,Jade Simmons,1,22123
West Carroll,Alyson Kennedy,3,22123
West Carroll,President R19 Boddie Stoneham,0,22123
West Carroll, Amar Patel,3,22123
West Carroll,Brock Pierce,1,22123
West Carroll,Jo Jorgensen,12,22123
West Carroll,Don Blankenship,1,22123
West Carroll,Donald J. Trump,4317,22123
West Carroll,Kanye West,0,22123
West Carroll,Tom Hoefling,0,22123
West Carroll,Brian Carroll,3,22123
West Feliciana,Tom Hoefling,1,22125
West Feliciana,Kanye West,2,22125
West Feliciana,Alyson Kennedy,15,22125
West Feliciana,Donald J. Trump,3863,22125
West Feliciana,Jade Simmons,4,22125
West Feliciana,Brian Carroll,6,22125
West Feliciana,President R19 Boddie Stoneham,4,22125
West Feliciana,Bill Hammons,,22125
West Feliciana,Jo Jorgensen,66,22125
West Feliciana,Joseph R. Biden,2298,22125
West Feliciana, Amar Patel,3,22125
West Feliciana,Gloria La Riva,0,22125
West Feliciana,Don Blankenship,1,22125
West Feliciana,Brock Pierce,5,22125
Winn,President R19 Boddie Stoneham,5,22127
Winn,Alyson Kennedy,4,22127
Winn,Gloria La Riva,0,22127
Winn,Tom Hoefling,4,22127
Winn,Brock Pierce,0,22127
Winn,Don Blankenship,3,22127
Winn,Jade Simmons,2,22127
Winn, Amar Patel,4,22127
Winn,Brian Carroll,3,22127
Winn,Donald J. Trump,4619,22127
Winn,Jo Jorgensen,36,22127
Winn,Joseph R. Biden,1543,22127
Winn,Kanye West,2,22127
Winn,Bill Hammons,,22127
