county,candidate,votes,fips
Lewis,Don Blankenship,4,47101
Lewis,Donald J. Trump,4474,47101
Lewis,Gloria La Riva,2,47101
Lewis,Howie Hawkins,8,47101
Lewis,Jade Simmons,0,47101
Lewis,Jo Jorgensen,27,47101
Lewis,Joseph R. Biden,1072,47101
Lewis,Kanye West,15,47101
Lewis,Kasey Wells,0,47101
Lewis,Rocky De La Fuente,0,47101
Lewis,Tom Hoefling,0,47101
Lincoln,Alyson Kennedy,41,47103
Lincoln,President R19 Boddie Stoneham,0,47103
Lincoln,Brian Carroll,0,47103
Lincoln,Don Blankenship,33,47103
Lincoln,Donald J. Trump,12281,47103
Lincoln,Gloria La Riva,15,47103
Lincoln,Howie Hawkins,23,47103
Lincoln,Jade Simmons,0,47103
Lincoln,Jo Jorgensen,126,47103
Lincoln,Joseph R. Biden,2919,47103
Lincoln,Kanye West,147,47103
Lincoln,Kasey Wells,0,47103
Lincoln,Rocky De La Fuente,23,47103
Lincoln,Tom Hoefling,0,47103
Loudon,Alyson Kennedy,55,47105
Loudon,President R19 Boddie Stoneham,0,47105
Loudon,Brian Carroll,7,47105
Loudon,Don Blankenship,76,47105
Loudon,Donald J. Trump,21713,47105
Loudon,Gloria La Riva,32,47105
Loudon,Howie Hawkins,49,47105
Loudon,Jade Simmons,0,47105
Loudon,Jo Jorgensen,270,47105
Loudon,Joseph R. Biden,6948,47105
Loudon,Kanye West,181,47105
Loudon,Kasey Wells,0,47105
Loudon,Rocky De La Fuente,16,47105
Loudon,Tom Hoefling,0,47105
Macon,Alyson Kennedy,3,47111
Macon,President R19 Boddie Stoneham,0,47111
Macon,Brian Carroll,0,47111
Macon,Don Blankenship,15,47111
Macon,Donald J. Trump,8096,47111
Macon,Gloria La Riva,0,47111
Macon,Howie Hawkins,10,47111
Macon,Jade Simmons,0,47111
Macon,Jo Jorgensen,43,47111
Macon,Joseph R. Biden,1307,47111
Macon,Kanye West,9,47111
Macon,Kasey Wells,0,47111
Macon,Rocky De La Fuente,4,47111
Macon,Tom Hoefling,0,47111
Madison,Alyson Kennedy,35,47113
Madison,President R19 Boddie Stoneham,0,47113
Madison,Brian Carroll,0,47113
Madison,Don Blankenship,74,47113
Madison,Donald J. Trump,23943,47113
Madison,Gloria La Riva,23,47113
Madison,Howie Hawkins,48,47113
Madison,Jade Simmons,1,47113
Madison,Jo Jorgensen,327,47113
Madison,Joseph R. Biden,18390,47113
Madison,Kanye West,83,47113
Madison,Kasey Wells,0,47113
Madison,Rocky De La Fuente,26,47113
Madison,Tom Hoefling,0,47113
Marion,Alyson Kennedy,3,47115
Marion,President R19 Boddie Stoneham,0,47115
Marion,Brian Carroll,0,47115
Marion,Don Blankenship,29,47115
Marion,Donald J. Trump,9911,47115
Marion,Gloria La Riva,3,47115
Marion,Howie Hawkins,20,47115
Marion,Jade Simmons,0,47115
Marion,Jo Jorgensen,93,47115
Marion,Joseph R. Biden,3177,47115
Marion,Kanye West,16,47115
Marion,Kasey Wells,0,47115
Marion,Rocky De La Fuente,4,47115
Marion,Tom Hoefling,0,47115
Marshall,Alyson Kennedy,13,47117
Marshall,President R19 Boddie Stoneham,0,47117
Marshall,Brian Carroll,0,47117
Marshall,Don Blankenship,14,47117
Marshall,Donald J. Trump,11043,47117
Marshall,Gloria La Riva,6,47117
Marshall,Howie Hawkins,32,47117
Marshall,Jade Simmons,0,47117
Marshall,Jo Jorgensen,126,47117
Marshall,Joseph R. Biden,3605,47117
Marshall,Kanye West,34,47117
Marshall,Kasey Wells,0,47117
Marshall,Rocky De La Fuente,5,47117
Marshall,Tom Hoefling,0,47117
Maury,Alyson Kennedy,25,47119
Maury,President R19 Boddie Stoneham,0,47119
Maury,Brian Carroll,0,47119
Maury,Don Blankenship,71,47119
Maury,Donald J. Trump,31464,47119
Maury,Gloria La Riva,10,47119
Maury,Howie Hawkins,57,47119
Maury,Jade Simmons,3,47119
Maury,Jo Jorgensen,486,47119
Maury,Joseph R. Biden,14418,47119
Maury,Kanye West,93,47119
Maury,Kasey Wells,0,47119
Maury,Rocky De La Fuente,27,47119
Maury,Tom Hoefling,3,47119
McMinn,Alyson Kennedy,4,47107
McMinn,President R19 Boddie Stoneham,0,47107
McMinn,Brian Carroll,1,47107
McMinn,Don Blankenship,33,47107
McMinn,Donald J. Trump,18198,47107
McMinn,Gloria La Riva,5,47107
McMinn,Howie Hawkins,22,47107
McMinn,Jade Simmons,0,47107
McMinn,Jo Jorgensen,183,47107
McMinn,Joseph R. Biden,4361,47107
McMinn,Kanye West,29,47107
McMinn,Kasey Wells,0,47107
McMinn,Rocky De La Fuente,8,47107
McMinn,Tom Hoefling,0,47107
McNairy,Alyson Kennedy,33,47109
McNairy,President R19 Boddie Stoneham,0,47109
McNairy,Brian Carroll,0,47109
McNairy,Don Blankenship,22,47109
McNairy,Donald J. Trump,9093,47109
McNairy,Gloria La Riva,15,47109
McNairy,Howie Hawkins,15,47109
McNairy,Jade Simmons,0,47109
McNairy,Jo Jorgensen,56,47109
McNairy,Joseph R. Biden,1943,47109
McNairy,Kanye West,93,47109
McNairy,Kasey Wells,0,47109
McNairy,Rocky De La Fuente,5,47109
McNairy,Tom Hoefling,0,47109
Meigs,Alyson Kennedy,0,47121
Meigs,President R19 Boddie Stoneham,0,47121
Meigs,Brian Carroll,0,47121
Meigs,Don Blankenship,11,47121
Meigs,Donald J. Trump,4467,47121
Meigs,Gloria La Riva,0,47121
Meigs,Howie Hawkins,5,47121
Meigs,Jade Simmons,0,47121
Meigs,Jo Jorgensen,34,47121
Meigs,Joseph R. Biden,1008,47121
Meigs,Kanye West,6,47121
Meigs,Kasey Wells,0,47121
Meigs,Rocky De La Fuente,1,47121
Meigs,Tom Hoefling,0,47121
Monroe,Alyson Kennedy,3,47123
Monroe,President R19 Boddie Stoneham,0,47123
Monroe,Brian Carroll,2,47123
Monroe,Don Blankenship,37,47123
Monroe,Donald J. Trump,16783,47123
Monroe,Gloria La Riva,2,47123
Monroe,Howie Hawkins,24,47123
Monroe,Jade Simmons,0,47123
Monroe,Jo Jorgensen,150,47123
Monroe,Joseph R. Biden,3764,47123
Monroe,Kanye West,24,47123
Monroe,Kasey Wells,0,47123
Monroe,Rocky De La Fuente,8,47123
Monroe,Tom Hoefling,0,47123
Montgomery,Alyson Kennedy,62,47125
Montgomery,President R19 Boddie Stoneham,0,47125
Montgomery,Brian Carroll,0,47125
Montgomery,Don Blankenship,138,47125
Montgomery,Donald J. Trump,42187,47125
Montgomery,Gloria La Riva,39,47125
Montgomery,Howie Hawkins,150,47125
Montgomery,Jade Simmons,1,47125
Montgomery,Jo Jorgensen,1439,47125
Montgomery,Joseph R. Biden,32472,47125
Montgomery,Kanye West,202,47125
Montgomery,Kasey Wells,0,47125
Montgomery,Rocky De La Fuente,68,47125
Montgomery,Tom Hoefling,0,47125
Moore,Alyson Kennedy,4,47127
Moore,President R19 Boddie Stoneham,0,47127
Moore,Brian Carroll,0,47127
Moore,Don Blankenship,11,47127
Moore,Donald J. Trump,2888,47127
Moore,Gloria La Riva,2,47127
Moore,Howie Hawkins,5,47127
Moore,Jade Simmons,0,47127
Moore,Jo Jorgensen,30,47127
Moore,Joseph R. Biden,573,47127
Moore,Kanye West,25,47127
Moore,Kasey Wells,0,47127
Moore,Rocky De La Fuente,1,47127
Moore,Tom Hoefling,0,47127
Morgan,Alyson Kennedy,4,47129
Morgan,President R19 Boddie Stoneham,0,47129
Morgan,Brian Carroll,0,47129
Morgan,Don Blankenship,7,47129
Morgan,Donald J. Trump,6930,47129
Morgan,Gloria La Riva,4,47129
Morgan,Howie Hawkins,7,47129
Morgan,Jade Simmons,0,47129
Morgan,Jo Jorgensen,91,47129
Morgan,Joseph R. Biden,1167,47129
Morgan,Kanye West,13,47129
Morgan,Kasey Wells,0,47129
Morgan,Rocky De La Fuente,5,47129
Morgan,Tom Hoefling,0,47129
Obion,Alyson Kennedy,8,47131
Obion,President R19 Boddie Stoneham,0,47131
Obion,Brian Carroll,0,47131
Obion,Don Blankenship,27,47131
Obion,Donald J. Trump,10790,47131
Obion,Gloria La Riva,3,47131
Obion,Howie Hawkins,11,47131
Obion,Jade Simmons,0,47131
Obion,Jo Jorgensen,68,47131
Obion,Joseph R. Biden,2589,47131
Obion,Kanye West,21,47131
Obion,Kasey Wells,0,47131
Obion,Rocky De La Fuente,4,47131
Obion,Tom Hoefling,0,47131
Overton,Alyson Kennedy,4,47133
Overton,President R19 Boddie Stoneham,0,47133
Overton,Brian Carroll,0,47133
Overton,Don Blankenship,17,47133
Overton,Donald J. Trump,7918,47133
Overton,Gloria La Riva,0,47133
Overton,Howie Hawkins,12,47133
Overton,Jade Simmons,0,47133
Overton,Jo Jorgensen,47,47133
Overton,Joseph R. Biden,2033,47133
Overton,Kanye West,4,47133
Overton,Kasey Wells,0,47133
Overton,Rocky De La Fuente,2,47133
Overton,Tom Hoefling,0,47133
Perry,Alyson Kennedy,1,47135
Perry,President R19 Boddie Stoneham,0,47135
Perry,Brian Carroll,0,47135
Perry,Don Blankenship,3,47135
Perry,Donald J. Trump,2775,47135
Perry,Gloria La Riva,0,47135
Perry,Howie Hawkins,11,47135
Perry,Jade Simmons,0,47135
Perry,Jo Jorgensen,20,47135
Perry,Joseph R. Biden,615,47135
Perry,Kanye West,3,47135
Perry,Kasey Wells,0,47135
Perry,Rocky De La Fuente,0,47135
Perry,Tom Hoefling,0,47135
Pickett,Alyson Kennedy,1,47137
Pickett,President R19 Boddie Stoneham,0,47137
Pickett,Brian Carroll,0,47137
Pickett,Don Blankenship,2,47137
Pickett,Donald J. Trump,2381,47137
Pickett,Gloria La Riva,2,47137
Pickett,Howie Hawkins,2,47137
Pickett,Jade Simmons,0,47137
Pickett,Jo Jorgensen,11,47137
Pickett,Joseph R. Biden,525,47137
Pickett,Kanye West,7,47137
Pickett,Kasey Wells,0,47137
Pickett,Rocky De La Fuente,0,47137
Pickett,Tom Hoefling,0,47137
Polk,Alyson Kennedy,5,47139
Polk,President R19 Boddie Stoneham,0,47139
Polk,Brian Carroll,0,47139
Polk,Don Blankenship,6,47139
Polk,Donald J. Trump,6792,47139
Polk,Gloria La Riva,1,47139
Polk,Howie Hawkins,5,47139
Polk,Jade Simmons,0,47139
Polk,Jo Jorgensen,43,47139
Polk,Joseph R. Biden,1492,47139
Polk,Kanye West,14,47139
Polk,Kasey Wells,0,47139
Polk,Rocky De La Fuente,2,47139
Polk,Tom Hoefling,0,47139
Putnam,Alyson Kennedy,14,47141
Putnam,President R19 Boddie Stoneham,0,47141
Putnam,Brian Carroll,13,47141
Putnam,Don Blankenship,50,47141
Putnam,Donald J. Trump,23759,47141
Putnam,Gloria La Riva,10,47141
Putnam,Howie Hawkins,64,47141
Putnam,Jade Simmons,0,47141
Putnam,Jo Jorgensen,428,47141
Putnam,Joseph R. Biden,9185,47141
Putnam,Kanye West,48,47141
Putnam,Kasey Wells,0,47141
Putnam,Rocky De La Fuente,19,47141
Putnam,Tom Hoefling,3,47141
Rhea,Alyson Kennedy,9,47143
Rhea,President R19 Boddie Stoneham,0,47143
Rhea,Brian Carroll,2,47143
Rhea,Don Blankenship,23,47143
Rhea,Donald J. Trump,11050,47143
Rhea,Gloria La Riva,3,47143
Rhea,Howie Hawkins,17,47143
Rhea,Jade Simmons,1,47143
Rhea,Jo Jorgensen,130,47143
Rhea,Joseph R. Biden,2369,47143
Rhea,Kanye West,28,47143
Rhea,Kasey Wells,0,47143
Rhea,Rocky De La Fuente,5,47143
Rhea,Tom Hoefling,0,47143
Roane,Alyson Kennedy,43,47145
Roane,President R19 Boddie Stoneham,0,47145
Roane,Brian Carroll,3,47145
Roane,Don Blankenship,57,47145
Roane,Donald J. Trump,19230,47145
Roane,Gloria La Riva,28,47145
Roane,Howie Hawkins,45,47145
Roane,Jade Simmons,0,47145
Roane,Jo Jorgensen,308,47145
Roane,Joseph R. Biden,6043,47145
Roane,Kanye West,143,47145
Roane,Kasey Wells,0,47145
Roane,Rocky De La Fuente,17,47145
Roane,Tom Hoefling,0,47145
Robertson,Alyson Kennedy,17,47147
Robertson,President R19 Boddie Stoneham,0,47147
Robertson,Brian Carroll,0,47147
Robertson,Don Blankenship,48,47147
Robertson,Donald J. Trump,24536,47147
Robertson,Gloria La Riva,8,47147
Robertson,Howie Hawkins,39,47147
Robertson,Jade Simmons,0,47147
Robertson,Jo Jorgensen,300,47147
Robertson,Joseph R. Biden,8692,47147
Robertson,Kanye West,60,47147
Robertson,Kasey Wells,0,47147
Robertson,Rocky De La Fuente,15,47147
Robertson,Tom Hoefling,2,47147
Rutherford,Alyson Kennedy,104,47149
Rutherford,President R19 Boddie Stoneham,0,47149
Rutherford,Brian Carroll,4,47149
Rutherford,Don Blankenship,235,47149
Rutherford,Donald J. Trump,81480,47149
Rutherford,Gloria La Riva,54,47149
Rutherford,Howie Hawkins,280,47149
Rutherford,Jade Simmons,0,47149
Rutherford,Jo Jorgensen,1853,47149
Rutherford,Joseph R. Biden,59341,47149
Rutherford,Kanye West,440,47149
Rutherford,Kasey Wells,0,47149
Rutherford,Rocky De La Fuente,87,47149
Rutherford,Tom Hoefling,0,47149
Scott,Alyson Kennedy,5,47151
Scott,President R19 Boddie Stoneham,0,47151
Scott,Brian Carroll,0,47151
Scott,Don Blankenship,7,47151
Scott,Donald J. Trump,8004,47151
Scott,Gloria La Riva,0,47151
Scott,Howie Hawkins,2,47151
Scott,Jade Simmons,0,47151
Scott,Jo Jorgensen,32,47151
Scott,Joseph R. Biden,986,47151
Scott,Kanye West,15,47151
Scott,Kasey Wells,0,47151
Scott,Rocky De La Fuente,1,47151
Scott,Tom Hoefling,0,47151
Sequatchie,Alyson Kennedy,3,47153
Sequatchie,President R19 Boddie Stoneham,0,47153
Sequatchie,Brian Carroll,0,47153
Sequatchie,Don Blankenship,5,47153
Sequatchie,Donald J. Trump,5855,47153
Sequatchie,Gloria La Riva,1,47153
Sequatchie,Howie Hawkins,11,47153
Sequatchie,Jade Simmons,1,47153
Sequatchie,Jo Jorgensen,64,47153
Sequatchie,Joseph R. Biden,1298,47153
Sequatchie,Kanye West,14,47153
Sequatchie,Kasey Wells,0,47153
Sequatchie,Rocky De La Fuente,0,47153
Sequatchie,Tom Hoefling,0,47153
Sevier,Alyson Kennedy,83,47155
Sevier,President R19 Boddie Stoneham,0,47155
Sevier,Brian Carroll,2,47155
Sevier,Don Blankenship,111,47155
Sevier,Donald J. Trump,33783,47155
Sevier,Gloria La Riva,46,47155
Sevier,Howie Hawkins,57,47155
Sevier,Jade Simmons,0,47155
Sevier,Jo Jorgensen,402,47155
Sevier,Joseph R. Biden,8721,47155
Sevier,Kanye West,307,47155
Sevier,Kasey Wells,0,47155
Sevier,Rocky De La Fuente,23,47155
Sevier,Tom Hoefling,0,47155
Shelby,Alyson Kennedy,241,47157
Shelby,President R19 Boddie Stoneham,0,47157
Shelby,Brian Carroll,158,47157
Shelby,Don Blankenship,670,47157
Shelby,Donald J. Trump,129815,47157
Shelby,Gloria La Riva,229,47157
Shelby,Howie Hawkins,577,47157
Shelby,Jade Simmons,10,47157
Shelby,Jo Jorgensen,2426,47157
Shelby,Joseph R. Biden,246105,47157
Shelby,Kanye West,1601,47157
Shelby,Kasey Wells,0,47157
Shelby,Rocky De La Fuente,219,47157
Shelby,Tom Hoefling,4,47157
Smith,Alyson Kennedy,7,47159
Smith,President R19 Boddie Stoneham,0,47159
Smith,Brian Carroll,0,47159
Smith,Don Blankenship,19,47159
Smith,Donald J. Trump,7136,47159
Smith,Gloria La Riva,2,47159
Smith,Howie Hawkins,11,47159
Smith,Jade Simmons,0,47159
Smith,Jo Jorgensen,62,47159
Smith,Joseph R. Biden,1802,47159
Smith,Kanye West,9,47159
Smith,Kasey Wells,0,47159
Smith,Rocky De La Fuente,3,47159
Smith,Tom Hoefling,0,47159
Stewart,Alyson Kennedy,6,47161
Stewart,President R19 Boddie Stoneham,0,47161
Stewart,Brian Carroll,3,47161
Stewart,Don Blankenship,9,47161
Stewart,Donald J. Trump,4950,47161
Stewart,Gloria La Riva,6,47161
Stewart,Howie Hawkins,11,47161
Stewart,Jade Simmons,0,47161
Stewart,Jo Jorgensen,65,47161
Stewart,Joseph R. Biden,1232,47161
Stewart,Kanye West,12,47161
Stewart,Kasey Wells,0,47161
Stewart,Rocky De La Fuente,2,47161
Stewart,Tom Hoefling,0,47161
Sullivan,Alyson Kennedy,32,47163
Sullivan,President R19 Boddie Stoneham,0,47163
Sullivan,Brian Carroll,14,47163
Sullivan,Don Blankenship,122,47163
Sullivan,Donald J. Trump,55860,47163
Sullivan,Gloria La Riva,20,47163
Sullivan,Howie Hawkins,89,47163
Sullivan,Jade Simmons,1,47163
Sullivan,Jo Jorgensen,773,47163
Sullivan,Joseph R. Biden,17272,47163
Sullivan,Kanye West,135,47163
Sullivan,Kasey Wells,0,47163
Sullivan,Rocky De La Fuente,35,47163
Sullivan,Tom Hoefling,4,47163
Sumner,Alyson Kennedy,59,47165
Sumner,President R19 Boddie Stoneham,0,47165
Sumner,Brian Carroll,0,47165
Sumner,Don Blankenship,137,47165
Sumner,Donald J. Trump,63454,47165
Sumner,Gloria La Riva,25,47165
Sumner,Howie Hawkins,112,47165
Sumner,Jade Simmons,0,47165
Sumner,Jo Jorgensen,940,47165
Sumner,Joseph R. Biden,27680,47165
Sumner,Kanye West,174,47165
Sumner,Kasey Wells,0,47165
Sumner,Rocky De La Fuente,49,47165
Sumner,Tom Hoefling,0,47165
Tipton,Alyson Kennedy,21,47167
Tipton,President R19 Boddie Stoneham,0,47167
Tipton,Brian Carroll,4,47167
Tipton,Don Blankenship,46,47167
Tipton,Donald J. Trump,20070,47167
Tipton,Gloria La Riva,9,47167
Tipton,Howie Hawkins,28,47167
Tipton,Jade Simmons,0,47167
Tipton,Jo Jorgensen,224,47167
Tipton,Joseph R. Biden,6837,47167
Tipton,Kanye West,56,47167
Tipton,Kasey Wells,0,47167
Tipton,Rocky De La Fuente,13,47167
Tipton,Tom Hoefling,0,47167
Trousdale,Alyson Kennedy,2,47169
Trousdale,President R19 Boddie Stoneham,0,47169
Trousdale,Brian Carroll,0,47169
Trousdale,Don Blankenship,2,47169
Trousdale,Donald J. Trump,2936,47169
Trousdale,Gloria La Riva,0,47169
Trousdale,Howie Hawkins,2,47169
Trousdale,Jade Simmons,0,47169
Trousdale,Jo Jorgensen,35,47169
Trousdale,Joseph R. Biden,1012,47169
Trousdale,Kanye West,9,47169
Trousdale,Kasey Wells,0,47169
Trousdale,Rocky De La Fuente,0,47169
Trousdale,Tom Hoefling,0,47169
Unicoi,Alyson Kennedy,4,47171
Unicoi,President R19 Boddie Stoneham,0,47171
Unicoi,Brian Carroll,1,47171
Unicoi,Don Blankenship,15,47171
Unicoi,Donald J. Trump,6599,47171
Unicoi,Gloria La Riva,1,47171
Unicoi,Howie Hawkins,6,47171
Unicoi,Jade Simmons,0,47171
Unicoi,Jo Jorgensen,50,47171
Unicoi,Joseph R. Biden,1615,47171
Unicoi,Kanye West,14,47171
Unicoi,Kasey Wells,0,47171
Unicoi,Rocky De La Fuente,2,47171
Unicoi,Tom Hoefling,0,47171
Union,Alyson Kennedy,2,47173
Union,President R19 Boddie Stoneham,0,47173
Union,Brian Carroll,0,47173
Union,Don Blankenship,9,47173
Union,Donald J. Trump,6803,47173
Union,Gloria La Riva,0,47173
Union,Howie Hawkins,6,47173
Union,Jade Simmons,0,47173
Union,Jo Jorgensen,44,47173
Union,Joseph R. Biden,1249,47173
Union,Kanye West,8,47173
Union,Kasey Wells,0,47173
Union,Rocky De La Fuente,2,47173
Union,Tom Hoefling,0,47173
Van Buren,Alyson Kennedy,2,47175
Van Buren,President R19 Boddie Stoneham,0,47175
Van Buren,Brian Carroll,0,47175
Van Buren,Don Blankenship,1,47175
Van Buren,Donald J. Trump,2342,47175
Van Buren,Gloria La Riva,0,47175
Van Buren,Howie Hawkins,2,47175
Van Buren,Jade Simmons,0,47175
Van Buren,Jo Jorgensen,23,47175
Van Buren,Joseph R. Biden,544,47175
Van Buren,Kanye West,6,47175
Van Buren,Kasey Wells,0,47175
Van Buren,Rocky De La Fuente,1,47175
Van Buren,Tom Hoefling,0,47175
Warren,Alyson Kennedy,10,47177
Warren,President R19 Boddie Stoneham,0,47177
Warren,Brian Carroll,0,47177
Warren,Don Blankenship,23,47177
Warren,Donald J. Trump,11850,47177
Warren,Gloria La Riva,6,47177
Warren,Howie Hawkins,25,47177
Warren,Jade Simmons,2,47177
Warren,Jo Jorgensen,119,47177
Warren,Joseph R. Biden,3924,47177
Warren,Kanye West,41,47177
Warren,Kasey Wells,0,47177
Warren,Rocky De La Fuente,9,47177
Warren,Tom Hoefling,0,47177
Washington,Alyson Kennedy,50,47179
Washington,President R19 Boddie Stoneham,0,47179
Washington,Brian Carroll,9,47179
Washington,Don Blankenship,106,47179
Washington,Donald J. Trump,40444,47179
Washington,Gloria La Riva,43,47179
Washington,Howie Hawkins,104,47179
Washington,Jade Simmons,3,47179
Washington,Jo Jorgensen,668,47179
Washington,Joseph R. Biden,18638,47179
Washington,Kanye West,105,47179
Washington,Kasey Wells,0,47179
Washington,Rocky De La Fuente,33,47179
Washington,Tom Hoefling,0,47179
Wayne,Alyson Kennedy,2,47181
Wayne,President R19 Boddie Stoneham,0,47181
Wayne,Brian Carroll,2,47181
Wayne,Don Blankenship,11,47181
Wayne,Donald J. Trump,5795,47181
Wayne,Gloria La Riva,1,47181
Wayne,Howie Hawkins,5,47181
Wayne,Jade Simmons,0,47181
Wayne,Jo Jorgensen,27,47181
Wayne,Joseph R. Biden,820,47181
Wayne,Kanye West,4,47181
Wayne,Kasey Wells,0,47181
Wayne,Rocky De La Fuente,2,47181
Wayne,Tom Hoefling,0,47181
Weakley,Alyson Kennedy,34,47183
Weakley,President R19 Boddie Stoneham,0,47183
Weakley,Brian Carroll,0,47183
Weakley,Don Blankenship,31,47183
Weakley,Donald J. Trump,10396,47183
Weakley,Gloria La Riva,19,47183
Weakley,Howie Hawkins,28,47183
Weakley,Jade Simmons,0,47183
Weakley,Jo Jorgensen,84,47183
Weakley,Joseph R. Biden,3020,47183
Weakley,Kanye West,111,47183
Weakley,Kasey Wells,0,47183
Weakley,Rocky De La Fuente,12,47183
Weakley,Tom Hoefling,0,47183
White,Alyson Kennedy,3,47185
White,President R19 Boddie Stoneham,0,47185
White,Brian Carroll,0,47185
White,Don Blankenship,14,47185
White,Donald J. Trump,9606,47185
White,Gloria La Riva,0,47185
White,Howie Hawkins,9,47185
White,Jade Simmons,0,47185
White,Jo Jorgensen,106,47185
White,Joseph R. Biden,2143,47185
White,Kanye West,13,47185
White,Kasey Wells,0,47185
White,Rocky De La Fuente,1,47185
White,Tom Hoefling,0,47185
Williamson,Alyson Kennedy,37,47187
Williamson,President R19 Boddie Stoneham,0,47187
Williamson,Brian Carroll,72,47187
Williamson,Don Blankenship,276,47187
Williamson,Donald J. Trump,86469,47187
Williamson,Gloria La Riva,34,47187
Williamson,Howie Hawkins,116,47187
Williamson,Jade Simmons,11,47187
Williamson,Jo Jorgensen,1494,47187
Williamson,Joseph R. Biden,50161,47187
Williamson,Kanye West,257,47187
Williamson,Kasey Wells,0,47187
Williamson,Rocky De La Fuente,88,47187
Williamson,Tom Hoefling,1,47187
Wilson,Alyson Kennedy,126,47189
Wilson,President R19 Boddie Stoneham,0,47189
Wilson,Brian Carroll,19,47189
Wilson,Don Blankenship,163,47189
Wilson,Donald J. Trump,50296,47189
Wilson,Gloria La Riva,104,47189
Wilson,Howie Hawkins,81,47189
Wilson,Jade Simmons,3,47189
Wilson,Jo Jorgensen,781,47189
Wilson,Joseph R. Biden,22254,47189
Wilson,Kanye West,449,47189
Wilson,Kasey Wells,0,47189
Wilson,Rocky De La Fuente,51,47189
Wilson,Tom Hoefling,3,47189
