fips,county,candidate,votes
45091,York,Rocky De La Fuente,110
45001,Abbeville,Jo Jorgensen,88
45003,Aiken,Jo Jorgensen,982
45005,Allendale,Jo Jorgensen,19
45007,Anderson,Jo Jorgensen,1123
45009,Bamberg,Jo Jorgensen,31
45011,Barnwell,Jo Jorgensen,78
45013,Beaufort,Jo Jorgensen,941
45015,Berkeley,Jo Jorgensen,1485
45017,Calhoun,Jo Jorgensen,58
45019,Charleston,Jo Jorgensen,3177
45021,Cherokee,Jo Jorgensen,186
45023,Chester,Jo Jorgensen,108
45025,Chesterfield,Jo Jorgensen,109
45027,Clarendon,Jo Jorgensen,67
45029,Colleton,Jo Jorgensen,178
45031,Darlington,Jo Jorgensen,260
45033,Dillon,Jo Jorgensen,38
45035,Dorchester,Jo Jorgensen,1219
45037,Edgefield,Jo Jorgensen,120
45039,Fairfield,Jo Jorgensen,78
45041,Florence,Jo Jorgensen,503
45043,Georgetown,Jo Jorgensen,237
45045,Greenville,Jo Jorgensen,4179
45047,Greenwood,Jo Jorgensen,318
45049,Hampton,Jo Jorgensen,44
45051,Horry,Jo Jorgensen,1255
45053,Jasper,Jo Jorgensen,92
45055,Kershaw,Jo Jorgensen,344
45057,Lancaster,Jo Jorgensen,492
45059,Laurens,Jo Jorgensen,238
45061,Lee,Jo Jorgensen,71
45063,Lexington,Jo Jorgensen,1935
45067,Marion,Jo Jorgensen,63
45069,Marlboro,Jo Jorgensen,69
45065,McCormick,Jo Jorgensen,28
45071,Newberry,Jo Jorgensen,152
45073,Oconee,Jo Jorgensen,443
45075,Orangeburg,Jo Jorgensen,172
45077,Pickens,Jo Jorgensen,793
45079,Richland,Jo Jorgensen,2027
45081,Saluda,Jo Jorgensen,75
45083,Spartanburg,Jo Jorgensen,1702
45085,Sumter,Jo Jorgensen,355
45087,Union,Jo Jorgensen,96
45089,Williamsburg,Jo Jorgensen,81
45091,York,Jo Jorgensen,1807
45001,Abbeville,Joseph R. Biden,4101
45003,Aiken,Joseph R. Biden,32275
45005,Allendale,Joseph R. Biden,2718
45007,Anderson,Joseph R. Biden,27169
45009,Bamberg,Joseph R. Biden,4010
45011,Barnwell,Joseph R. Biden,4720
45013,Beaufort,Joseph R. Biden,43419
45015,Berkeley,Joseph R. Biden,45223
45017,Calhoun,Joseph R. Biden,3905
45019,Charleston,Joseph R. Biden,121485
45021,Cherokee,Joseph R. Biden,6983
45023,Chester,Joseph R. Biden,6941
45025,Chesterfield,Joseph R. Biden,7431
45027,Clarendon,Joseph R. Biden,8250
45029,Colleton,Joseph R. Biden,8602
45031,Darlington,Joseph R. Biden,15220
