fips,county,candidate,votes
31165,Sioux,Joseph R. Biden,72
31165,Sioux,Jo Jorgensen,15
31165,Sioux,Write-in,2
31167,Stanton,Donald J. Trump,2561
31167,Stanton,Joseph R. Biden,532
31167,Stanton,Jo Jorgensen,68
31167,Stanton,Write-in,4
31169,Thayer,Donald J. Trump,2308
31169,Thayer,Joseph R. Biden,624
31169,Thayer,Jo Jorgensen,48
31169,Thayer,Write-in,9
31171,Thomas,Donald J. Trump,377
31171,Thomas,Joseph R. Biden,45
31171,Thomas,Jo Jorgensen,5
31171,Thomas,Write-in,0
31173,Thurston,Donald J. Trump,1180
31173,Thurston,Joseph R. Biden,1122
31173,Thurston,Jo Jorgensen,23
31173,Thurston,Write-in,54
31175,Valley,Donald J. Trump,1901
31175,Valley,Joseph R. Biden,412
31175,Valley,Jo Jorgensen,27
31175,Valley,Write-in,4
31177,Washington,Donald J. Trump,8583
31177,Washington,Joseph R. Biden,3554
31177,Washington,Jo Jorgensen,276
31177,Washington,Write-in,54
31179,Wayne,Donald J. Trump,3055
31179,Wayne,Joseph R. Biden,1022
31179,Wayne,Jo Jorgensen,123
31179,Wayne,Write-in,18
31181,Webster,Donald J. Trump,1511
31181,Webster,Joseph R. Biden,335
31181,Webster,Jo Jorgensen,30
31181,Webster,Write-in,0
31183,Wheeler,Donald J. Trump,438
31183,Wheeler,Joseph R. Biden,59
31183,Wheeler,Jo Jorgensen,5
31183,Wheeler,Write-in,1
31185,York,Donald J. Trump,5337
31185,York,Joseph R. Biden,1630
31185,York,Jo Jorgensen,176
31185,York,Write-in,18
