fips,county,candidate,votes
34005,BURLINGTON,Rocky De La Fuente,82
34007,CAMDEN,Rocky De La Fuente,113
34009,CAPE MAY,Rocky De La Fuente,55
34011,CUMBERLAND,Rocky De La Fuente,49
34013,ESSEX,Rocky De La Fuente,244
34015,GLOUCESTER,Rocky De La Fuente,197
34017,HUDSON,Rocky De La Fuente,108
34019,HUNTERDON,Rocky De La Fuente,39
34021,MERCER,Rocky De La Fuente,136
34023,MIDDLESEX,Rocky De La Fuente,176
34025,MONMOUTH,Rocky De La Fuente,182
34027,MORRIS,Rocky De La Fuente,182
34029,OCEAN,Rocky De La Fuente,118
34031,PASSAIC,Rocky De La Fuente,279
34033,SALEM,Rocky De La Fuente,20
34035,SOMERSET,Rocky De La Fuente,65
34037,SUSSEX,Rocky De La Fuente,50
34039,UNION,Rocky De La Fuente,291
34041,WARREN,Rocky De La Fuente,27
