fips,county,candidate,votes
28043,Grenada,Brian Carroll,9
28045,Hancock,Brian Carroll,20
28047,Harrison,Brian Carroll,40
28049,Hinds,Brian Carroll,116
28051,Holmes,Brian Carroll,26
28053,Humphreys,Brian Carroll,7
28055,Issaquena,Brian Carroll,1
28057,Itawamba,Brian Carroll,2
28059,Jackson,Brian Carroll,49
28061,Jasper,Brian Carroll,7
28065,Jefferson Davis,Brian Carroll,6
28063,Jefferson,Brian Carroll,4
28067,Jones,Brian Carroll,21
28069,Kemper,Brian Carroll,6
28071,Lafayette,Brian Carroll,29
28073,Lamar,Brian Carroll,29
28075,Lauderdale,Brian Carroll,16
28077,Lawrence,Brian Carroll,5
28079,Leake,Brian Carroll,4
28081,Lee,Brian Carroll,32
28083,Leflore,Brian Carroll,9
28085,Lincoln,Brian Carroll,15
28087,Lowndes,Brian Carroll,19
28089,Madison,Brian Carroll,45
28091,Marion,Brian Carroll,5
28093,Marshall,Brian Carroll,11
28095,Monroe,Brian Carroll,13
28097,Montgomery,Brian Carroll,4
28099,Neshoba,Brian Carroll,8
28101,Newton,Brian Carroll,6
28103,Noxubee,Brian Carroll,5
28105,Oktibbeha,Brian Carroll,28
28107,Panola,Brian Carroll,7
28109,Pearl River,Brian Carroll,14
28111,Perry,Brian Carroll,3
28113,Pike,Brian Carroll,18
28115,Pontotoc,Brian Carroll,11
28117,Prentiss,Brian Carroll,3
28119,Quitman,Brian Carroll,8
28121,Rankin,Brian Carroll,50
28123,Scott,Brian Carroll,11
28125,Sharkey,Brian Carroll,5
28127,Simpson,Brian Carroll,9
28129,Smith,Brian Carroll,4
28131,Stone,Brian Carroll,6
28133,Sunflower,Brian Carroll,8
28135,Tallahatchie,Brian Carroll,14
28137,Tate,Brian Carroll,16
28139,Tippah,Brian Carroll,6
28141,Tishomingo,Brian Carroll,5
28143,Tunica,Brian Carroll,3
28145,Union,Brian Carroll,6
28147,Walthall,Brian Carroll,5
28149,Warren,Brian Carroll,25
28151,Washington,Brian Carroll,21
28153,Wayne,Brian Carroll,8
28155,Webster,Brian Carroll,5
28157,Wilkinson,Brian Carroll,7
28159,Winston,Brian Carroll,2
28161,Yalobusha,Brian Carroll,6
28163,Yazoo,Brian Carroll,11
28001,Adams,Phil Collins,17
28003,Alcorn,Phil Collins,12
28005,Amite,Phil Collins,7
28007,Attala,Phil Collins,7
28009,Benton,Phil Collins,5
28011,Bolivar,Phil Collins,10
28013,Calhoun,Phil Collins,10
28015,Carroll,Phil Collins,3
28017,Chickasaw,Phil Collins,14
