year,type,code,district,status,candidate,county,city,ward,precinct,label,votes,none
2020,GEN,1,00000,0,Donald J. Trump,81,14,0,1,,755,
2020,GEN,1,00000,0,Donald J. Trump,81,14,0,2,,762,
2020,GEN,1,00000,0,Donald J. Trump,81,14,0,3,,300,
2020,GEN,1,00000,0,Donald J. Trump,81,16,0,1,,899,
2020,GEN,1,00000,0,Donald J. Trump,81,18,0,1,,619,
2020,GEN,1,00000,0,Donald J. Trump,81,18,0,2,,1057,
2020,GEN,1,00000,0,Donald J. Trump,81,20,0,1,,1032,
2020,GEN,1,00000,0,Donald J. Trump,81,20,0,2,,1040,
2020,GEN,1,00000,0,Donald J. Trump,81,20,0,3,,714,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,1,,358,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,2,,235,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,3,,283,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,4,,232,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,5,,221,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,6,,654,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,7,,374,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,8,,344,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,9,,453,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,10,,354,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,11,,688,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,12,,666,
2020,GEN,1,00000,0,Donald J. Trump,81,22,0,13,,181,
2020,GEN,1,00000,0,Donald J. Trump,81,24,0,1,,963,
2020,GEN,1,00000,0,Donald J. Trump,81,24,0,2,,1071,
2020,GEN,1,00000,0,Donald J. Trump,81,24,0,3,,676,
2020,GEN,1,00000,0,Donald J. Trump,81,26,0,1,,768,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,1,,273,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,2,,523,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,3,,315,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,4,,307,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,5,,263,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,6,,237,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,7,,409,
2020,GEN,1,00000,0,Donald J. Trump,81,28,0,8,,407,
2020,GEN,1,00000,0,Donald J. Trump,81,30,0,1,,755,
2020,GEN,1,00000,0,Donald J. Trump,81,32,0,1,,466,
2020,GEN,1,00000,0,Donald J. Trump,81,32,0,2,,450,
2020,GEN,1,00000,0,Donald J. Trump,81,32,0,3,,116,
2020,GEN,1,00000,0,Donald J. Trump,81,32,0,4,,501,
2020,GEN,1,00000,0,Donald J. Trump,81,32,0,5,,896,
2020,GEN,1,00000,0,Donald J. Trump,81,34,0,1,,1088,
2020,GEN,1,00000,0,Donald J. Trump,81,36,0,1,,680,
2020,GEN,1,00000,0,Donald J. Trump,81,36,0,2,,716,
2020,GEN,1,00000,0,Donald J. Trump,81,36,0,3,,634,
2020,GEN,1,00000,0,Donald J. Trump,81,38,0,1,,964,
2020,GEN,1,00000,0,Donald J. Trump,81,38,0,2,,980,
2020,GEN,1,00000,0,Donald J. Trump,81,38,0,3,,683,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,1,,200,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,2,,294,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,3,,139,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,4,,357,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,5,,328,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,6,,304,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,7,,317,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,8,,427,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,9,,488,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,10,,216,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,11,,276,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,12,,284,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,13,,429,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,14,,436,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,15,,476,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,17,,528,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,18,,628,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,19,,668,
2020,GEN,1,00000,0,Donald J. Trump,81,40,0,20,,575,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,1,,102,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,2,,118,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,3,,42,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,4,,48,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,5,,93,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,6,,66,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,7,,58,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,8,,134,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,9,,164,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,10,,166,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,11,,195,
2020,GEN,1,00000,0,Donald J. Trump,81,52,1,12,,55,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,1,,72,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,2,,98,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,3,,97,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,4,,166,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,5,,203,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,6,,221,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,7,,225,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,8,,205,
2020,GEN,1,00000,0,Donald J. Trump,81,52,2,9,,266,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,1,,157,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,2,,161,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,3,,87,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,4,,124,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,5,,278,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,6,,166,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,7,,172,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,8,,218,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,9,,252,
2020,GEN,1,00000,0,Donald J. Trump,81,52,3,10,,133,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,1,,90,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,2,,50,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,3,,152,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,4,,171,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,5,,168,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,6,,215,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,7,,222,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,8,,184,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,9,,206,
2020,GEN,1,00000,0,Donald J. Trump,81,52,4,10,,186,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,1,,73,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,2,,109,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,3,,44,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,4,,88,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,5,,135,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,6,,136,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,7,,115,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,8,,149,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,9,,166,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,10,,276,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,11,,67,
2020,GEN,1,00000,0,Donald J. Trump,81,52,5,12,,118,
2020,GEN,1,00000,0,Donald J. Trump,81,53,0,1,,689,
2020,GEN,1,00000,0,Donald J. Trump,81,53,0,2,,549,
2020,GEN,1,00000,0,Donald J. Trump,81,54,0,1,W,1031,
2020,GEN,1,00000,0,Donald J. Trump,81,55,0,1,,305,
2020,GEN,1,00000,0,Donald J. Trump,81,55,0,2,,342,
2020,GEN,1,00000,0,Donald J. Trump,81,55,0,3,,211,
2020,GEN,1,00000,0,Donald J. Trump,81,56,0,1,,680,
2020,GEN,1,00000,0,Donald J. Trump,81,56,0,2,,572,
2020,GEN,1,00000,0,Donald J. Trump,81,56,0,3,,844,
2020,GEN,1,00000,0,Donald J. Trump,81,58,1,1,,58,
2020,GEN,1,00000,0,Donald J. Trump,81,58,1,2,,112,
2020,GEN,1,00000,0,Donald J. Trump,81,58,1,3,,139,
2020,GEN,1,00000,0,Donald J. Trump,81,58,2,1,,127,
2020,GEN,1,00000,0,Donald J. Trump,81,58,2,2,,136,
2020,GEN,1,00000,0,Donald J. Trump,81,58,2,3,,99,
2020,GEN,1,00000,0,Donald J. Trump,81,58,2,4,,49,
2020,GEN,1,00000,0,Donald J. Trump,81,58,3,1,,67,
2020,GEN,1,00000,0,Donald J. Trump,81,58,3,2,,142,
2020,GEN,1,00000,0,Donald J. Trump,81,58,3,3,,167,
2020,GEN,1,00000,0,Donald J. Trump,81,9999,0,9999,,0,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,1,,1019,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,2,,617,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,3,,720,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,4,,715,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,5,,569,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,6,,887,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,7,,813,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,8,,877,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,9,,790,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,10,,960,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,11,,686,
2020,GEN,1,00000,0,Donald J. Trump,82,2,0,12,,560,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,1,,611,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,2,,627,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,3,,596,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,4,,573,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,5,,591,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,6,,266,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,7,,754,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,8,,837,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,9,,676,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,10,,356,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,11,,685,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,12,,443,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,13,,640,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,14,,690,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,15,,292,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,16,,564,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,17,,642,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,18,,538,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,19,,612,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,20,,468,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,21,,568,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,22,,651,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,23,,514,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,24,,650,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,25,,624,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,26,,668,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,27,,427,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,28,,361,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,29,,265,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,30,,481,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,31,,366,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,32,,143,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,33,,735,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,34,,524,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,35,,605,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,36,,441,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,37,,566,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,38,,609,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,39,,463,
2020,GEN,1,00000,0,Donald J. Trump,82,4,0,40,,384,
2020,GEN,1,00000,0,Donald J. Trump,82,6,0,1,,1082,
2020,GEN,1,00000,0,Donald J. Trump,82,6,0,2,,1144,
2020,GEN,1,00000,0,Donald J. Trump,82,6,0,3,,1073,
2020,GEN,1,00000,0,Donald J. Trump,82,6,0,4,,1394,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,1,,1234,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,2,,1282,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,3,,927,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,4,,1010,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,5,,1005,
2020,GEN,1,00000,0,Donald J. Trump,82,10,0,6,,425,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,1,,552,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,2,,760,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,3,,867,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,4,,1047,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,5,,778,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,6,,1082,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,7,,911,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,8,,851,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,9,,625,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,10,,317,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,11,,825,
2020,GEN,1,00000,0,Donald J. Trump,82,12,0,12,,940,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,1,,770,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,2,,516,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,3,,784,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,4,,644,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,5,,627,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,6,,779,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,7,,890,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,8,,759,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,9,,764,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,10,,1089,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,11,,1016,
2020,GEN,1,00000,0,Donald J. Trump,82,14,0,12,,748,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,1,,319,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,2,,256,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,3,,466,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,4,,97,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,5,,374,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,6,,370,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,7,,375,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,8,,712,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,9,,278,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,10,,455,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,11,,336,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,12,,443,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,13,,321,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,14,,217,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,15,,292,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,16,,176,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,17,,577,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,18,,249,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,19,,421,
2020,GEN,1,00000,0,Donald J. Trump,82,16,0,20,,291,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,1,,558,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,2,,478,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,3,,556,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,4,,350,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,5,,276,
2020,GEN,1,00000,0,Donald J. Trump,82,20,0,6,,854,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,1,,590,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,2,,678,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,3,,342,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,4,,426,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,5,,608,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,6,,387,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,7,,867,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,8,,904,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,9,,594,
2020,GEN,1,00000,0,Donald J. Trump,82,22,0,10,,624,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,1,,432,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,2,,638,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,3,,575,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,4,,430,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,5,,807,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,7,,612,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,8,,544,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,9,,727,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,10,,396,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,11,,673,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,12,,403,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,13,,547,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,14,,604,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,15,,482,
2020,GEN,1,00000,0,Donald J. Trump,82,52,0,16,,490,
2020,GEN,1,00000,0,Donald J. Trump,82,53,0,1,,482,
2020,GEN,1,00000,0,Donald J. Trump,82,53,0,2,,413,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,1,,137,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,2,,131,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,3,,187,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,4,,104,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,5,,125,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,6,,148,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,7,,181,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,8,,129,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,9,,130,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,10,,142,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,11,,125,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,12,,149,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,13,,171,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,15,,173,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,16,,175,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,17,,260,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,18,,214,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,19,,128,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,20,,61,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,21,,81,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,22,,143,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,23,,171,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,24,,263,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,25,,486,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,26,,465,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,27,,431,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,28,,298,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,29,,254,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,30,,275,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,31,,394,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,32,,361,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,33,,379,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,34,,359,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,35,,280,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,36,,306,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,37,,446,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,38,,489,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,40,,289,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,41,,486,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,42,,314,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,43,,351,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,44,,436,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,45,,474,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,46,,441,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,47,,367,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,48,,383,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,49,,546,
2020,GEN,1,00000,0,Donald J. Trump,82,54,0,50,,401,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,1,,202,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,2,,297,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,3,,134,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,4,,185,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,5,,283,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,6,,428,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,7,,338,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,8,,403,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,9,,222,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,10,,285,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,11,,303,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,12,,359,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,13,,401,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,14,,302,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,15,,270,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,16,,404,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,17,,326,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,18,,285,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,19,,246,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,20,,245,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,21,,477,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,22,,450,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,23,,592,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,24,,568,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,25,,679,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,26,,575,
2020,GEN,1,00000,0,Donald J. Trump,82,56,0,27,,490,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,1,AVCB,32,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,2,AVCB,131,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,3,AVCB,71,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,4,AVCB,72,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,5,AVCB,56,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,6,AVCB,124,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,7,AVCB,71,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,8,AVCB,38,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,9,AVCB,22,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,10,AVCB,14,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,11,AVCB,90,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,12,AVCB,53,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,13,AVCB,48,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,14,AVCB,38,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,15,AVCB,39,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,16,AVCB,55,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,17,AVCB,103,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,18,AVCB,50,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,19,AVCB,94,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,20,AVCB,45,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,21,AVCB,47,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,22,AVCB,57,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,23,AVCB,163,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,24,AVCB,100,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,25,AVCB,186,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,26,AVCB,171,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,27,AVCB,59,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,28,AVCB,47,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,29,AVCB,84,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,30,AVCB,70,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,31,AVCB,61,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,32,AVCB,68,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,33,AVCB,80,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,34,AVCB,44,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,35,AVCB,83,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,36,AVCB,93,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,37,AVCB,51,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,38,AVCB,87,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,39,AVCB,101,
2020,GEN,1,00000,0,Donald J. Trump,82,57,0,40,AVCB,74,
