year,type,code,district,status,candidate,county,city,ward,precinct,label,votes,none
2020,GEN,1,00000,0,Kasey Wells,1,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,1,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,2,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,2,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,2,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,10,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,10,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,3,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,16,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,22,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,22,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,3,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,26,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,32,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,34,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,34,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,36,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,38,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,38,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,40,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,42,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,44,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,46,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,48,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,52,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,53,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,54,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,56,4,9,,0,
2020,GEN,1,00000,0,Kasey Wells,3,56,5,11,,0,
2020,GEN,1,00000,0,Kasey Wells,3,56,5,12,,0,
2020,GEN,1,00000,0,Kasey Wells,3,56,5,13,,0,
2020,GEN,1,00000,0,Kasey Wells,3,58,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,60,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,62,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,63,3,2,,0,
2020,GEN,1,00000,0,Kasey Wells,3,64,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,3,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,4,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,2,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,4,2,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,4,2,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,4,2,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,4,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,4,52,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,4,52,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,4,52,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,4,52,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,5,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,22,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,5,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,5,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,54,1,1,,0,
2020,GEN,1,00000,0,Kasey Wells,6,56,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,7,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,7,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,7,4,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,7,4,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,7,4,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,7,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,7,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,7,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,26,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,8,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,28,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,8,28,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,8,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,32,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,32,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,8,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,8,52,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,8,52,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,8,52,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,9,2,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,9,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,14,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,14,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,9,14,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,9,14,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,9,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,16,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,9,20,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,9,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,26,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,28,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,28,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,9,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,1,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,2,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,3,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,4,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,5,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,6,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,7,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,8,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,54,9,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,56,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,56,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,9,58,1,6,,0,
2020,GEN,1,00000,0,Kasey Wells,9,60,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,9,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,10,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,10,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,11,6,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,11,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,8,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,16,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,20,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,11,24,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,11,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,28,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,28,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,28,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,11,28,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,11,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,30,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,30,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,32,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,34,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,34,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,36,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,36,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,36,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,36,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,11,38,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,40,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,42,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,44,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,52,1,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,52,2,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,52,3,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,52,4,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,54,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,56,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,56,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,58,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,60,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,62,1,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,62,2,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,62,3,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,62,4,4,,0,
2020,GEN,1,00000,0,Kasey Wells,11,64,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,11,64,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,11,64,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,11,66,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,28,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,12,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,32,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,54,1,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,54,2,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,54,3,1,,0,
2020,GEN,1,00000,0,Kasey Wells,12,54,4,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,8,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,8,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,13,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,20,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,20,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,13,20,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,13,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,28,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,32,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,34,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,36,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,36,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,36,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,13,38,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,40,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,13,52,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,1,4,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,1,10,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,1,22,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,1,23,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,2,7,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,2,12,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,2,18,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,2,21,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,3,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,3,15,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,3,17,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,3,19,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,4,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,4,6,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,4,8,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,4,9,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,4,13,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,5,3,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,5,5,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,5,11,,0,
2020,GEN,1,00000,0,Kasey Wells,13,54,5,20,,0,
2020,GEN,1,00000,0,Kasey Wells,13,56,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,56,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,58,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,13,58,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,13,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,14,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,4,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,14,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,18,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,14,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,24,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,14,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,30,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,52,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,14,52,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,14,52,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,14,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,15,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,15,4,0,2,,0,
2020,GEN,1,00000,0,Kasey Wells,15,6,0,3,,0,
2020,GEN,1,00000,0,Kasey Wells,15,8,0,4,,0,
2020,GEN,1,00000,0,Kasey Wells,15,10,0,5,,0,
2020,GEN,1,00000,0,Kasey Wells,15,12,0,6,,0,
2020,GEN,1,00000,0,Kasey Wells,15,14,0,7,,0,
2020,GEN,1,00000,0,Kasey Wells,15,16,0,8,,0,
2020,GEN,1,00000,0,Kasey Wells,15,18,0,9,,0,
2020,GEN,1,00000,0,Kasey Wells,15,20,0,10,,0,
2020,GEN,1,00000,0,Kasey Wells,15,22,0,11,,0,
2020,GEN,1,00000,0,Kasey Wells,15,24,0,12,,0,
2020,GEN,1,00000,0,Kasey Wells,15,26,0,13,,0,
2020,GEN,1,00000,0,Kasey Wells,15,28,0,14,,0,
2020,GEN,1,00000,0,Kasey Wells,15,30,0,15,,0,
2020,GEN,1,00000,0,Kasey Wells,15,52,0,16,,0,
2020,GEN,1,00000,0,Kasey Wells,15,54,1,18,,0,
2020,GEN,1,00000,0,Kasey Wells,15,54,2,19,,0,
2020,GEN,1,00000,0,Kasey Wells,15,54,3,20,,0,
2020,GEN,1,00000,0,Kasey Wells,15,56,0,21,,0,
2020,GEN,1,00000,0,Kasey Wells,15,9999,0,9999,,0,
2020,GEN,1,00000,0,Kasey Wells,16,2,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,4,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,6,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,8,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,10,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,12,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,14,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,16,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,18,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,20,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,22,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,24,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,26,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,28,0,1,,0,
2020,GEN,1,00000,0,Kasey Wells,16,30,0,1,,0,
